date | assignee | distname | state | pr
2015-11-01 | monsieurp | Test-Synopsis | merged | /pull/16
2015-11-01 | monsieurp | Test-Synopsis | closed | /pull/15
2015-11-01 | ambs | HTTP-Server-Simple | open | /pull/9
2015-05-01 | lharey | Net-SSH-Perl | merged | /pull/3
2015-05-01 | jluis | DBI | closed | /pull/26
2015-05-01 | jluis | DBI | closed | /pull/23
2015-05-01 | jluis | DBI | merged | /pull/22
2015-05-01 | jluis | DBI | merged | /pull/21
2015-05-01 | fluca1978 | Mouse | closed | /pull/48
2015-05-01 | fluca1978 | Mouse | closed | /pull/46
2015-05-01 | zoffixznet | SOAP-WSDL | merged | /pull/5
2015-05-01 | zoffixznet | SOAP-WSDL | merged | /pull/4
2015-05-01 | bugdebugger | autodie | merged | /pull/66
2015-05-01 | bugdebugger | autodie | merged | /pull/65
2015-05-01 | stefany93 | Module-Signature | closed | /pull/12
2015-05-01 | moritz | Module-CPANTS-Analyse | merged | /pull/24
2015-05-01 | kaoru | Crypt-OpenPGP | open | /pull/23
2015-05-01 | paultcochrane | RT-Authen-ExternalAuth | open | /pull/9
2015-05-01 | paultcochrane | RT-Authen-ExternalAuth | open | /pull/8
2015-05-01 | paultcochrane | RT-Authen-ExternalAuth | open | /pull/7
2015-05-01 | paultcochrane | RT-Authen-ExternalAuth | open | /pull/6
2015-05-01 | meAmidos | Twiggy | merged | /pull/47
2015-05-01 | cakirke | CHI | open | /pull/22
2015-05-01 | cakirke | CHI | open | /pull/21
2015-05-01 | zhouzhen1 | POE | merged | /pull/22
2015-05-01 | kappa | AnyEvent-Gearman | merged | /pull/3
2015-05-01 | tudorconstantin | Gedcom | open | /pull/7
2015-05-01 | ncstang | Test-RedisServer | merged | /pull/4
2015-05-01 | mishin | Dist-Zilla-Plugin-Web | open | /pull/2
2015-05-01 | shlomif | Mojolicious-Plugin-RenderSteps | merged | /pull/2
2015-05-01 | andyjack | Perinci-CmdLine-Lite | open | /pull/3
2015-05-01 | geofffranks | opts | merged | /pull/3
2015-05-01 | rjbs | Test-Harness | closed | /pull/47
2015-05-01 | garu | Text-CSV | open | /pull/26
2015-05-01 | garu | Text-CSV | open | /pull/25
2015-05-01 | garu | Text-CSV | open | /pull/24
2015-05-01 | garu | Text-CSV | open | /pull/23
2015-05-01 | garu | Text-CSV | open | /pull/22
2015-05-01 | garu | Text-CSV | open | /pull/21
2015-05-01 | garu | Text-CSV | open | /pull/20
2015-05-01 | garu | Text-CSV | open | /pull/19
2015-05-01 | garu | Text-CSV | open | /pull/18
2015-05-01 | garu | Text-CSV | open | /pull/17
2015-05-01 | manwar | Text-Markdown | merged | /pull/32
2015-05-01 | bk | Data-Printer | merged | /pull/66
2015-05-01 | oalders | Switch | open | /pull/1
2015-05-01 | vti | Catalyst-Plugin-AutoCRUD | closed | /pull/31
2015-05-01 | yanick | Makefile-Parser | merged | /pull/7
2015-05-01 | yanick | Makefile-Parser | merged | /pull/6
2015-05-01 | yanick | Makefile-Parser | open | /pull/5
2015-05-01 | joenio | Method-Signatures | merged | /pull/118
2015-05-01 | diocles | Dist-Zilla-Plugin-ChangelogFromGit-CPAN-Changes | merged | /pull/21
2015-05-01 | bjakubski | Text-Hunspell | merged | /pull/7
2015-05-01 | bjakubski | Text-Hunspell | merged | /pull/6
2015-05-01 | openstrike | Test-TCP | open | /pull/40
2015-05-01 | nawglan | PDL-Graphics-Prima | merged | /pull/32
2015-05-01 | Viviparous | Rose-DB | open | /pull/8
2015-05-01 | jamessan | Metabase-Client-Simple | open | /pull/8
2015-05-01 | neilb | XML-Parser-Lite | merged | /pull/5
2015-05-01 | ambs | WWW-Wikipedia | merged | /pull/1
2015-05-01 | sjohnston | Log-Syslog-Fast | merged | /pull/10
2015-05-01 | sjohnston | Log-Syslog-Fast | merged | /pull/9
2015-05-01 | daleevans | Text-BibTeX | closed | /pull/8
2015-05-01 | daleevans | Text-BibTeX | closed | /pull/7
2015-05-01 | trwww | Data-Transpose | merged | /pull/13
2015-05-01 | trwww | Data-Transpose | merged | /pull/12
2015-05-01 | trwww | Data-Transpose | merged | /pull/11
2015-05-01 | sdeseille | Dist-Zilla-Plugin-CheckPrereqsIndexed | closed | /pull/15
2015-05-01 | cavemanpi | WWW-YouTube-Download | open | /pull/34
2015-05-01 | choroba | Test-HTTP-Server | open | /pull/2
2015-05-01 | dolmen | Git-Repository | open | /pull/13
2015-05-01 | mnlagrasta | Regexp-Parser | open | /pull/2
2015-05-01 | mnlagrasta | Regexp-Parser | open | /pull/1
2015-05-01 | mjg17 | LWPx-ParanoidHandler | merged | /pull/1
2015-05-01 | rvandam | WebService-MusicBrainz | merged | /pull/2
2015-05-01 | rvandam | WebService-MusicBrainz | merged | /pull/1
2015-05-01 | pauloscustodio | Authen-Captcha | open | /pull/1
2015-01-01 | flimm | Data-UUID | closed | /pull/15
2015-01-01 | flimm | Data-UUID | open | /pull/14
2015-01-01 | flimm | Data-UUID | closed | /pull/13
2015-01-01 | manwar | Plack-Middleware-Session | closed | /pull/25
2015-01-01 | nawglan | YAML-LibYAML | closed | /pull/21
2015-01-01 | mjg17 | Sub-Uplevel | merged | /pull/3
2015-01-01 | rjbs | Test-File | merged | /pull/13
2015-01-01 | rjbs | Test-File | merged | /pull/11
2015-01-01 | bubaflub | Moo | closed | /pull/13
2015-01-01 | frioux | namespace-sweep | merged | /pull/8
2015-01-01 | reneeb | DateTime | open | /pull/6
2015-01-01 | pangyre | HTTP-Proxy | closed | /pull/6
2015-01-01 | book | Archive-Any | merged | /pull/2
2015-01-01 | tvroom | Test-Class | merged | /pull/21
2015-01-01 | tvroom | Test-Class | merged | /pull/20
2015-01-01 | tvroom | Test-Class | merged | /pull/19
2015-01-01 | svatsan | Log-Log4perl | merged | /pull/58
2015-01-01 | heytitle | Compress-Bzip2 | merged | /pull/2
2015-01-01 | mbeijen | DateTime-Format-Epoch | merged | /pull/2
2015-01-01 | xsawyerx | MooseX-App | merged | /pull/21
2015-01-01 | mcmillhj | Cache-Memcached-Fast | merged | /pull/5
2015-01-01 | mcmillhj | Cache-Memcached-Fast | merged | /pull/4
2015-01-01 | jkg | RPC-XML | merged | /pull/8
2015-01-01 | leejo | Exception-Base | merged | /pull/2
2015-01-01 | nbezzala | DateTime-Format-Pg | merged | /pull/7
2015-01-01 | vti | HTML-FormFu | merged | /pull/27
2015-01-01 | vti | HTML-FormFu | merged | /pull/26
2015-01-01 | dginev | Keyword-Simple | closed | /pull/2
2015-01-01 | dginev | Keyword-Simple | open | /pull/1
2015-01-01 | simonaw | B-Hooks-EndOfScope | closed | /pull/2
2015-01-01 | simonaw | B-Hooks-EndOfScope | merged | /pull/1
2015-01-01 | skington | POE-Component-Client-Keepalive | open | /pull/5
2015-01-01 | Sweet-kid | IO-Socket-SSL | closed | /pull/25
2015-01-01 | zmughal | Clone | merged | /pull/4
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/12
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/11
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/10
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/9
2015-01-01 | paultcochrane | XML-NamespaceSupport | open | /pull/8
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/7
2015-01-01 | paultcochrane | XML-NamespaceSupport | open | /pull/6
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/5
2015-01-01 | paultcochrane | XML-NamespaceSupport | open | /pull/4
2015-01-01 | paultcochrane | XML-NamespaceSupport | merged | /pull/3
2015-01-01 | paultcochrane | XML-NamespaceSupport | open | /pull/2
2015-01-01 | fluca1978 | Test-Pod | merged | /pull/8
2015-01-01 | fluca1978 | Test-Pod | closed | /pull/7
2015-01-01 | dams | JSON | open | /pull/23
2015-01-01 | dams | JSON | open | /pull/22
2015-01-01 | kyzn | Exporter-Declare | merged | /pull/10
2015-01-01 | kyzn | Exporter-Declare | closed | /pull/9
2015-01-01 | brad-mac | Dancer | closed | /pull/1100
2015-01-01 | brad-mac | Dancer | closed | /pull/1099
2015-01-01 | brad-mac | Dancer | closed | /pull/1098
2015-01-01 | brad-mac | Dancer | closed | /pull/1097
2015-01-01 | chrestomanci | Module-Starter | open | /pull/50
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/48
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/46
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/45
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/44
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/43
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/42
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/41
2015-01-01 | chrestomanci | Module-Starter | merged | /pull/24
2015-01-01 | lancew | HTML-Form | open | /pull/4
2015-01-01 | shlomif | Graphics-Primitive | merged | /pull/2
2015-01-01 | yanick | Message-Passing | open | /pull/11
2015-01-01 | yanick | Message-Passing | open | /pull/10
2015-01-01 | yanick | Message-Passing | closed | /pull/9
2015-01-01 | yanick | Message-Passing | merged | /pull/8
2015-01-01 | thrig | Net-Amazon-S3 | closed | /pull/57
2015-01-01 | oeuftete | Tk | merged | /pull/16
2015-01-01 | tinypigdotcom | Devel-StackTrace-WithLexicals | merged | /pull/5
2015-01-01 | lejeunerenard | Template-Toolkit | merged | /pull/45
2015-01-01 | lorn | Data-Dump-Streamer | merged | /pull/12
2015-01-01 | garu | Fuse | open | /pull/23
2015-01-01 | garu | Fuse | open | /pull/22
2015-01-01 | garu | Fuse | merged | /pull/21
2015-01-01 | garu | Fuse | closed | /pull/20
2015-01-01 | avereha | HTML-Scrubber | closed | /pull/5
2015-01-01 | avereha | HTML-Scrubber | merged | /pull/4
2015-01-01 | labrown | String-Random | merged | /pull/3
2015-01-01 | labrown | String-Random | merged | /pull/2
2015-01-01 | filefrog | Crypt-OpenSSL-X509 | merged | /pull/38
2015-01-01 | filefrog | Crypt-OpenSSL-X509 | merged | /pull/37
2015-01-01 | estrabd | Git-Wrapper | closed | /pull/65
2015-01-01 | estrabd | Git-Wrapper | closed | /pull/61
2015-01-01 | estrabd | Git-Wrapper | closed | /pull/60
2015-01-01 | estrabd | Git-Wrapper | closed | /pull/57
2015-01-01 | estrabd | Git-Wrapper | closed | /pull/56
2015-01-01 | estrabd | Git-Wrapper | merged | /pull/55
2015-01-01 | mrcaron | Test-WWW-Selenium | open | /pull/10
2015-01-01 | mrcaron | Test-WWW-Selenium | merged | /pull/9
2015-01-01 | moritz | Module-Find | merged | /pull/5
2015-01-01 | moritz | Module-Find | merged | /pull/4
2015-01-01 | moritz | Module-Find | merged | /pull/3
2015-01-01 | elmerq | Modern-Perl | merged | /pull/1
2015-01-01 | marderh | Proc-ProcessTable | merged | /pull/9
2015-01-01 | alejandrodau | Spreadsheet-ParseExcel | open | /pull/10
2015-01-01 | gryphonshafer | Dist-Zilla-Plugin-Test-Perl-Critic | closed | /pull/5
2015-01-01 | tsibley | PPI | open | /pull/163
2015-01-01 | tsibley | PPI | open | /pull/162
2015-01-01 | netangel | URI-Template | merged | /pull/3
2015-01-01 | netangel | URI-Template | merged | /pull/2
2015-01-01 | Viviparous | Devel-CheckLib | merged | /pull/14
2015-01-01 | bk | Locale-Maketext-Lexicon | open | /pull/18
2015-01-01 | agranig | FileHandle-Fmode | open | /pull/2
2015-01-01 | agranig | FileHandle-Fmode | merged | /pull/1
2015-01-01 | genehack | Sys-Sendfile | open | /pull/3
2015-01-01 | titanofold | Dist-Zilla-Plugin-RequiresExternal | closed | /pull/4
2015-01-01 | singularperturbation | Set-Functional | merged | /pull/4
2015-01-01 | gjtorikian | AnyEvent-ZeroMQ | merged | /pull/6
2015-01-01 | hoytech | Test-CheckManifest | merged | /pull/2
2015-01-01 | teancom | JavaScript-Value-Escape | merged | /pull/4
2015-01-01 | caipre | HTML-Template-Compiled | open | /pull/4
2015-01-01 | MasterDuke17 | AnyEvent-JSONRPC | open | /pull/4
2015-01-01 | wreis | Test-ConsistentVersion | open | /pull/2
2015-01-01 | alx542 | Dancer-Plugin-Mongo | merged | /pull/2
2015-01-01 | senorsmile | PDL-Graphics-Gnuplot | merged | /pull/39
2015-01-01 | merrilymeredith | Test-Mini | open | /pull/14
2015-01-01 | merrilymeredith | Test-Mini | merged | /pull/13
2015-01-01 | merrilymeredith | Test-Mini | merged | /pull/12
2015-01-01 | brownl | Video-Xine | open | /pull/1
2015-01-01 | esyphelon | Dancer2-Plugin-Database | open | /pull/59
2015-01-01 | diocles | IO-Digest | merged | /pull/5
2015-01-01 | diocles | IO-Digest | merged | /pull/4
2015-01-01 | diocles | IO-Digest | merged | /pull/3
2015-01-01 | diocles | IO-Digest | merged | /pull/2
2015-01-01 | mstreuhofer | Plack-Middleware-DoCoMoGUID | closed | /pull/5
2015-01-01 | mstreuhofer | Plack-Middleware-DoCoMoGUID | merged | /pull/4
2015-01-01 | Tordek | GDGraph | merged | /pull/4
2015-01-01 | herveus | Pod-WSDL | merged | /pull/1
2015-01-01 | athos-ribeiro | Vimana | merged | /pull/18
2015-01-01 | athos-ribeiro | Vimana | merged | /pull/17
2015-01-01 | athos-ribeiro | Vimana | merged | /pull/16
2015-01-01 | athos-ribeiro | Vimana | merged | /pull/15
2015-01-01 | timgimyee | MooseX-Types-Locale-Country | merged | /pull/1
2015-01-01 | jbarrett | Plack-App-Proxy-Selective | open | /pull/2
2015-01-01 | bugdebugger | Git-PurePerl | merged | /pull/9
2015-01-01 | bugdebugger | Git-PurePerl | merged | /pull/8
2015-01-01 | jscook | Data-Validate-Type | merged | /pull/2
2015-01-01 | turnstep | DBD-ODBC | merged | /pull/3
2015-01-01 | briang | MooseX-Role-AttributeOverride | open | /pull/2
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/14
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/13
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/11
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/10
2015-01-01 | pwr22 | POE-Component-Server-Twirc | closed | /pull/8
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/7
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/6
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/5
2015-01-01 | pwr22 | POE-Component-Server-Twirc | merged | /pull/4
2015-01-01 | fredericorecsky | Plack-Middleware-File-Less | merged | /pull/3
2015-01-01 | fredericorecsky | Plack-Middleware-File-Less | merged | /pull/2
2015-01-01 | swuecho | Text-Xslate | closed | /pull/142
2015-01-01 | swuecho | Text-Xslate | merged | /pull/136
2015-01-01 | lucaskanashiro | XML-Stream | open | /pull/13
2015-01-01 | veryrusty | Media-Type-Simple | merged | /pull/7
2015-01-01 | veryrusty | Media-Type-Simple | merged | /pull/6
2015-01-01 | kdk | Storable-AMF | merged | /pull/2
2015-01-01 | kappa | Redis | merged | /pull/106
2015-01-01 | openstrike | Dist-Zilla-App-Command-podpreview | open | /pull/7
2015-01-01 | fluks | Test-Command | open | /pull/1
2015-01-01 | SparkeyG | Carp-Always | merged | /pull/6
2015-01-01 | SparkeyG | Carp-Always | merged | /pull/5
2015-01-01 | bentglasstube | Perl-Critic | closed | /pull/617
2015-01-01 | ivanwills | Dancer-Plugin-Authen-Simple | merged | /pull/3
2015-01-01 | mnlagrasta | Flickr-API | closed | /pull/10
2015-01-01 | vytas-dauksa | File-Blarf | merged | /pull/4
2015-01-01 | ambs | Data-ObjectDriver | merged | /pull/16
2015-01-01 | ambs | Data-ObjectDriver | closed | /pull/15
2015-01-01 | tolid | Parallel-Scoreboard | merged | /pull/8
2015-01-01 | choroba | Net-HTTP-Spore | open | /pull/41
2015-01-01 | choroba | Net-HTTP-Spore | merged | /pull/40
2015-01-01 | tadegenban | Term-ProgressBar | merged | /pull/8
2015-01-01 | monsieurp | Dancer-Plugin-DBIC | merged | /pull/17
2015-01-01 | mishin | Tatsumaki | closed | /pull/24
2015-01-01 | kaoru | Catalyst-View-Excel-Template-Plus | merged | /pull/2
2015-01-01 | kaoru | Catalyst-View-Excel-Template-Plus | merged | /pull/1
2015-01-01 | haarg | Test-Spec | merged | /pull/19
2015-01-01 | ncstang | File-MimeInfo | merged | /pull/13
2015-01-01 | ncstang | File-MimeInfo | closed | /pull/12
2015-01-01 | tbushell8512 | Plack-Middleware-ReverseProxyPath | open | /pull/1
2015-01-01 | sgivan | Spreadsheet-WriteExcel | merged | /pull/8
2015-01-01 | dolmen | POE-Component-EasyDBI | merged | /pull/5
2015-01-01 | dolmen | POE-Component-EasyDBI | merged | /pull/4
2015-01-01 | dolmen | POE-Component-EasyDBI | merged | /pull/3
2015-01-01 | dolmen | POE-Component-EasyDBI | merged | /pull/2
2015-01-01 | dolmen | POE-Component-EasyDBI | merged | /pull/1
2015-01-01 | LeHack | Test-Compile | open | /pull/4
2015-01-01 | perlpilot | File-SearchPath | merged | /pull/2
2015-01-01 | perlpilot | File-SearchPath | merged | /pull/1
2015-01-01 | LesleyB | Devel-Comments | merged | /pull/2
2015-01-01 | LesleyB | Devel-Comments | open | /pull/1
2015-01-01 | bieron | Net-OpenSSH | closed | /pull/10
2015-01-01 | manchicken | App-CLI-Extension | merged | /pull/1
2015-01-01 | miquelruiz | Module-Starter-Plugin-CGIApp | merged | /pull/2
2015-01-01 | lharey | Test-Pod-Spelling-CommonMistakes | open | /pull/1
2015-01-01 | itcharlie | POE-Component-DirWatch | merged | /pull/5
2015-01-01 | itcharlie | POE-Component-DirWatch | merged | /pull/3
2015-01-01 | jeffblack360 | Alien-IUP | merged | /pull/1
2015-01-01 | rba | Dist-Zilla-Plugin-JSAN | open | /pull/2
2015-01-01 | royalkiran007 | Mozilla-CA | closed | /pull/3
2015-01-01 | sdeseille | Math-MatrixReal | merged | /pull/15
2015-01-01 | skaurus | Hessian-Translator | open | /pull/1
2015-01-01 | jeturcotte | MooseX-CachingProxy | merged | /pull/1
2015-01-01 | mjemmeson | Pod-Weaver-PluginBundle-ReplaceBoilerplate | open | /pull/3
2015-01-01 | doyleyoung | Crypt-Password-Util | merged | /pull/2
2015-01-01 | doyleyoung | Crypt-Password-Util | closed | /pull/1
2015-01-01 | ntnl | Dancer-Plugin-WebDAV | open | /pull/1
2015-01-01 | cakirke | Mojolicious-Plugin-MethodOverride | open | /pull/6
2015-01-01 | cakirke | Mojolicious-Plugin-MethodOverride | open | /pull/5
2015-01-01 | cakirke | Mojolicious-Plugin-MethodOverride | closed | /pull/4
2015-01-01 | zsyed91 | Ouch | open | /pull/11
2015-01-01 | zsyed91 | Ouch | merged | /pull/9
2015-01-01 | mradile | Dancer-Plugin-CDN | open | /pull/1
2015-01-01 | bayashi | Module-Info-File | open | /pull/3
2015-01-01 | bayashi | Module-Info-File | open | /pull/2
2015-01-01 | elindsey | Devel-hdb | merged | /pull/97
2015-01-01 | jjhart | Text-Textile | open | /pull/20
2015-01-01 | BrianRossmajer | Geometry-AffineTransform | closed | /pull/5
2015-01-01 | BrianRossmajer | Geometry-AffineTransform | closed | /pull/4
2015-01-01 | BrianRossmajer | Geometry-AffineTransform | merged | /pull/3
2015-01-01 | bambams | Plack-Session-State-URI | merged | /pull/8
2015-01-01 | bambams | Plack-Session-State-URI | merged | /pull/7
2015-01-01 | bambams | Plack-Session-State-URI | open | /pull/6
2015-01-01 | bambams | Plack-Session-State-URI | merged | /pull/5
2015-01-01 | brummett | Data-Object | merged | /pull/7
2015-01-01 | brummett | Data-Object | merged | /pull/6
2015-01-01 | brummett | Data-Object | merged | /pull/5
2015-01-01 | brummett | Data-Object | merged | /pull/4
2015-01-01 | brummett | Data-Object | merged | /pull/3
2015-01-01 | thunter | Mojolicious-Plugin-MozPersona | merged | /pull/3
2015-01-01 | StarLightPL | Password-Policy | merged | /pull/2
2015-01-01 | prakashk | Test-NoTabs | merged | /pull/3
2015-01-01 | sergeyromanov | Inline-Python | merged | /pull/8
2015-01-01 | j1n3l0 | Data-Validate-Image | merged | /pull/1
2015-01-01 | garfieldnate | HTML-ParseBrowser | merged | /pull/1
2015-01-01 | chsanch | Plack-Middleware-DirIndex | merged | /pull/2
2015-01-01 | chsanch | Plack-Middleware-DirIndex | merged | /pull/1
2015-01-01 | BrianMowrey | File-Temp | open | /pull/8
2015-01-01 | andyjack | Catalyst-View-JSON | merged | /pull/5
2015-01-01 | andyjack | Catalyst-View-JSON | merged | /pull/4
2015-01-01 | andyjack | Catalyst-View-JSON | merged | /pull/3
2015-01-01 | nric62 | HTML-StripTags | open | /pull/3
2015-01-01 | deven | Hailo | open | /pull/1
2015-01-01 | ramananbalakrishnan | Perl-Critic-OTRS | merged | /pull/4
2015-01-01 | jamessan | App-RecordStream | closed | /pull/57
2015-01-01 | spacebat | Module-Starter-Smart | merged | /pull/3
2015-01-01 | geofffranks | WebService-Pushover | merged | /pull/13
2015-01-01 | geofffranks | WebService-Pushover | merged | /pull/12
2015-01-01 | geofffranks | WebService-Pushover | merged | /pull/11
2015-01-01 | geofffranks | WebService-Pushover | merged | /pull/9
2015-01-01 | rvandam | Proc-Daemon | merged | /pull/3
2015-01-01 | rvandam | Proc-Daemon | merged | /pull/2
2015-02-01 | Sweet-kid | Prima | merged | /pull/27
2015-02-01 | pwr22 | Archive-Zip | merged | /pull/14
2015-02-01 | dainapettit | libwww-perl | merged | /pull/70
2015-02-01 | gjtorikian | Device-Modem | merged | /pull/2
2015-02-01 | doyleyoung | Test-Mini-Unit | open | /pull/7
2015-02-01 | jeffblack360 | Parse-CPAN-Packages-Fast | open | /pull/4
2015-02-01 | scottw | CPAN-Reporter | closed | /pull/22
2015-02-01 | haarg | Rex-Template-TT | open | /pull/2
2015-02-01 | pilcrow | Test-DatabaseRow | merged | /pull/2
2015-02-01 | lharey | Term-ReadLine-Perl5 | open | /pull/7
2015-02-01 | shlomif | OOPS | open | /pull/1
2015-02-01 | bentglasstube | Win32-OLE | open | /pull/5
2015-02-01 | oeuftete | Net-PcapWriter | merged | /pull/4
2015-02-01 | adamherzog | URI | closed | /pull/22
2015-02-01 | adamherzog | URI | merged | /pull/20
2015-02-01 | rvandam | Win32API-File | merged | /pull/5
2015-02-01 | dams | re-engine-PCRE | open | /pull/2
2015-02-01 | perlpilot | TimeDate | open | /pull/8
2015-02-01 | lejeunerenard | Devel-DProf | open | /pull/3
2015-02-01 | neybar | MogileFS-Server | open | /pull/37
2015-02-01 | mnlagrasta | Encode | merged | /pull/32
2015-02-01 | herveus | AnyMQ | open | /pull/6
2015-02-01 | itcharlie | Store-CouchDB | merged | /pull/9
2015-02-01 | cakirke | Plack-Middleware-Negotiate | merged | /pull/9
2015-02-01 | cakirke | Plack-Middleware-Negotiate | merged | /pull/8
2015-02-01 | cakirke | Plack-Middleware-Negotiate | merged | /pull/7
2015-02-01 | cakirke | Plack-Middleware-Negotiate | merged | /pull/6
2015-02-01 | cakirke | Plack-Middleware-Negotiate | merged | /pull/5
2015-02-01 | BrianRossmajer | PerlX-QuoteOperator-URL | merged | /pull/1
2015-02-01 | jluis | Sys-Path | merged | /pull/7
2015-02-01 | nawglan | Mojolicious-Plugin-Database | merged | /pull/7
2015-02-01 | fluca1978 | MyCPAN-Indexer | closed | /pull/1
2015-02-01 | wreis | MooseX-Types-DateTime-W3C | open | /pull/1
2015-02-01 | skington | CatalystX-ExtJS-REST | open | /pull/2
2015-02-01 | skington | CatalystX-ExtJS-REST | open | /pull/1
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/14
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/13
2015-02-01 | paultcochrane | Set-IntSpan-Partition | open | /pull/12
2015-02-01 | paultcochrane | Set-IntSpan-Partition | closed | /pull/11
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/10
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/9
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/8
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/7
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/6
2015-02-01 | paultcochrane | Set-IntSpan-Partition | closed | /pull/5
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/4
2015-02-01 | paultcochrane | Set-IntSpan-Partition | open | /pull/3
2015-02-01 | paultcochrane | Set-IntSpan-Partition | open | /pull/2
2015-02-01 | paultcochrane | Set-IntSpan-Partition | merged | /pull/1
2015-02-01 | mattmonsen | Enbugger | open | /pull/10
2015-02-01 | spacebat | Alien-CMake | closed | /pull/4
2015-02-01 | spacebat | Alien-CMake | closed | /pull/3
2015-02-01 | ambs | MooseX-Role-Strict | open | /pull/5
2015-02-01 | genehack | WWW-Mechanize-Cached | merged | /pull/9
2015-02-01 | bieron | Barcode-Code93 | merged | /pull/1
2015-02-01 | diocles | Geo-Distance | open | /pull/11
2015-02-01 | lancew | MooseX-Types-Parameterizable | open | /pull/9
2015-02-01 | ntnl | Mojolicious-Plugin-DSC | merged | /pull/1
2015-02-01 | neilb | Tapper-Schema | open | /pull/2
2015-02-01 | Jayceh | XML-NamespaceFactory | open | /pull/2
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/7
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/6
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/5
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/4
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/3
2015-02-01 | garu | Template-Plugin-Autoformat | merged | /pull/2
2015-02-01 | mbeijen | Archive-BagIt | merged | /pull/7
2015-02-01 | mbeijen | Archive-BagIt | merged | /pull/6
2015-02-01 | turnstep | Convert-PEM | open | /pull/2
2015-02-01 | veryrusty | Catalyst-Plugin-Session-State-Auth | open | /pull/1
2015-02-01 | monsieurp | Validate-Tiny | merged | /pull/5
2015-02-01 | thaabit | Dancer-Logger-LogAny | open | /pull/7
2015-02-01 | thaabit | Dancer-Logger-LogAny | closed | /pull/6
2015-02-01 | miquelruiz | Text-Phonetic | merged | /pull/1
2015-02-01 | lucaskanashiro | Text-Markup | merged | /pull/14
2015-02-01 | lucaskanashiro | Text-Markup | merged | /pull/13
2015-02-01 | lucaskanashiro | Text-Markup | merged | /pull/12
2015-02-01 | lucaskanashiro | Text-Markup | merged | /pull/11
2015-02-01 | dionys | Net-Proxy | closed | /pull/1
2015-02-01 | kaoru | Sys-Syslog | open | /pull/5
2015-02-01 | kaoru | Sys-Syslog | open | /pull/4
2015-02-01 | kaoru | Sys-Syslog | open | /pull/3
2015-02-01 | tvroom | Scalar-List-Utils | closed | /pull/21
2015-02-01 | ncstang | Plack-Middleware-SocketIO | merged | /pull/1
2015-02-01 | paraplexed | Dancer-Template-MicroTemplate | open | /pull/2
2015-02-01 | bjakubski | Math-GSL | merged | /pull/85
2015-02-01 | bjakubski | Math-GSL | merged | /pull/84
2015-02-01 | bjakubski | Math-GSL | closed | /pull/83
2015-02-01 | bjakubski | Math-GSL | closed | /pull/82
2015-02-01 | mcmillhj | CatalystX-Resource | open | /pull/4
2015-02-01 | gaudeon | DBICx-MaterializedPath | open | /pull/3
2015-02-01 | gaudeon | DBICx-MaterializedPath | open | /pull/2
2015-02-01 | gaudeon | DBICx-MaterializedPath | open | /pull/1
2015-02-01 | brummett | JSON-RPC-Common | closed | /pull/3
2015-02-01 | brummett | JSON-RPC-Common | closed | /pull/2
2015-02-01 | brummett | JSON-RPC-Common | merged | /pull/1
2015-02-01 | reneeb | DBIx-ThinSQL | closed | /pull/1
2015-02-01 | mjg17 | Novel-Robot-Parser | merged | /pull/4
2015-02-01 | mjg17 | Novel-Robot-Parser | merged | /pull/3
