date | assignee | distname | state | pr
2015-02-01 | mjg17 | Novel-Robot-Parser | merged | /pull/2
2015-02-01 | flimm | Daemon-Control | open | /pull/75
2015-02-01 | flimm | Daemon-Control | open | /pull/74
2015-02-01 | kappa | Compress-LZW | merged | /pull/1
2015-02-01 | bennythejudge | WWW-Shorten-Googl | merged | /pull/1
2015-02-01 | mdrone | ICal-Format-Natural | open | /pull/1
2015-02-01 | quicoju | GD-SecurityImage | open | /pull/1
2015-02-01 | oaxlin | Any-Template-ProcessDir | merged | /pull/1
2015-02-01 | rjbs | Ubic | merged | /pull/75
2015-02-01 | Viviparous | Plack-App-CocProxy | open | /pull/2
2015-02-01 | kyzn | Dancer-Plugin-Auth-Basic | open | /pull/5
2015-02-01 | xsawyerx | Net-FastCGI | open | /pull/1
2015-02-01 | DizzyDogg | Alien-NSS | merged | /pull/2
2015-02-01 | DizzyDogg | Alien-NSS | merged | /pull/1
2015-02-01 | thrig | String-Template | closed | /pull/2
2015-02-01 | thrig | String-Template | merged | /pull/1
2015-02-01 | pink-mist | SMS-AQL | merged | /pull/2
2015-02-01 | jgoodman | Data-DPath-Validator | open | /pull/1
2015-02-01 | starbelly | Mojolicious-Plugin-WriteExcel | merged | /pull/4
2015-02-01 | leejo | MooseX-GlobRef | open | /pull/3
2015-02-01 | leejo | MooseX-GlobRef | open | /pull/2
2015-02-01 | leejo | MooseX-GlobRef | closed | /pull/1
2015-02-01 | openstrike | MooseX-amine | merged | /pull/4
2015-02-01 | openstrike | MooseX-amine | merged | /pull/2
2015-02-01 | openstrike | MooseX-amine | merged | /pull/1
2015-02-01 | intchanter | Jifty-DBI | open | /pull/6
2015-02-01 | intchanter | Jifty-DBI | open | /pull/5
2015-02-01 | timgimyee | Message-MongoDB | open | /pull/2
2015-02-01 | timgimyee | Message-MongoDB | open | /pull/1
2015-02-01 | bk | Image-Size | merged | /pull/9
2015-02-01 | yanick | Ref-Explicit | open | /pull/4
2015-02-01 | yanick | Ref-Explicit | open | /pull/3
2015-02-01 | yanick | Ref-Explicit | open | /pull/2
2015-02-01 | yanick | Ref-Explicit | open | /pull/1
2015-02-01 | simonaw | Linux-PipeMagic | merged | /pull/1
2015-02-01 | athos-ribeiro | Plack-App-Proxy | open | /pull/15
2015-02-01 | estrabd | Sub-Identify | merged | /pull/6
2015-02-01 | jscook | Pod-Elemental-Transformer-List | closed | /pull/4
2015-02-01 | oalders | Throwable | merged | /pull/15
2015-02-01 | heytitle | Plack-Handler-CLI | merged | /pull/2
2015-02-01 | dolmen | DBIx-Class-DateTime-Epoch | merged | /pull/4
2015-02-01 | dolmen | DBIx-Class-DateTime-Epoch | merged | /pull/3
2015-02-01 | filefrog | Crypt-SaltedHash | open | /pull/3
2015-02-01 | choroba | Olson-Abbreviations | merged | /pull/2
2015-02-01 | jbarrett | App-OS-Detect-MachineCores | merged | /pull/3
2015-02-01 | khrt | Parse-BBCode | open | /pull/4
2015-02-01 | spechenin | SQL-Object | closed | /pull/4
2015-02-01 | spechenin | SQL-Object | closed | /pull/3
2015-02-01 | spechenin | SQL-Object | merged | /pull/2
2015-02-01 | spechenin | SQL-Object | merged | /pull/1
2015-02-01 | geofffranks | AI-DecisionTree | merged | /pull/1
2015-02-01 | harvested | Test-Requires-Env | merged | /pull/3
2015-02-01 | ponders | Makefile-DOM | merged | /pull/4
2015-02-01 | ponders | Makefile-DOM | merged | /pull/3
2015-02-01 | marderh | Plack-Test-AnyEvent | merged | /pull/9
2015-02-01 | vti | Readonly | open | /pull/15
2015-02-01 | manwar | Shell-Perl | merged | /pull/3
2015-02-01 | fozzmoo | Event | closed | /pull/2
2015-02-01 | fozzmoo | Event | closed | /pull/1
2015-02-01 | meAmidos | MooX-Types-MooseLike | merged | /pull/28
2015-02-01 | meAmidos | MooX-Types-MooseLike | merged | /pull/27
2015-02-01 | meAmidos | MooX-Types-MooseLike | merged | /pull/26
2015-02-01 | meAmidos | MooX-Types-MooseLike | merged | /pull/25
2015-02-01 | meAmidos | MooX-Types-MooseLike | merged | /pull/24
2015-02-01 | zhouzhen1 | Net-Twitter-Lite | merged | /pull/19
2015-02-01 | ivanwills | Log-Any-Adapter-Log4perl | closed | /pull/1
2015-02-01 | rejitnatarajan | Data-Format-Pretty-Ruby | merged | /pull/1
2015-02-01 | BrianMowrey | W3C-SOAP | merged | /pull/13
2015-02-01 | prateek88 | Proc-Simple | closed | /pull/1
2015-02-01 | harris901 | Constant-Generate | merged | /pull/3
2015-02-01 | joenio | Module-Setup | open | /pull/4
2015-02-01 | book | Gravatar-URL | open | /pull/5
2015-02-01 | mrcaron | HTML-Scrubber | merged | /pull/8
2015-02-01 | mrcaron | HTML-Scrubber | merged | /pull/6
2015-03-01 | veryrusty | Dancer2 | open | /pull/1085
2015-03-01 | veryrusty | Dancer2 | closed | /pull/1082
2015-03-01 | veryrusty | Dancer2 | closed | /pull/1045
2015-03-01 | veryrusty | Dancer2 | merged | /pull/1042
2015-03-01 | thrig | Term-Cap | merged | /pull/5
2015-03-01 | thrig | Term-Cap | merged | /pull/4
2015-03-01 | manwar | Dancer2-Plugin-Passphrase | merged | /pull/4
2015-03-01 | manwar | Dancer2-Plugin-Passphrase | closed | /pull/3
2015-03-01 | joenio | libnet | closed | /pull/16
2015-03-01 | kaoru | MojoMojo | closed | /pull/135
2015-03-01 | kaoru | MojoMojo | open | /pull/134
2015-03-01 | doyleyoung | ExtUtils-Install | open | /pull/3
2015-03-01 | Sweet-kid | Net-Ping-External | open | /pull/3
2015-03-01 | Sweet-kid | Net-Ping-External | open | /pull/2
2015-03-01 | adamherzog | Win32-Process | open | /pull/3
2015-03-01 | adamherzog | Win32-Process | open | /pull/2
2015-03-01 | ivanwills | Devel-Cover | closed | /pull/119
2015-03-01 | simonaw | Lingua-EN-Number-IsOrdinal | merged | /pull/1
2015-03-01 | timgimyee | Mojolicious-Plugin-CGI | merged | /pull/15
2015-03-01 | bugdebugger | Fennec-Declare | open | /pull/2
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/15
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/13
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/12
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/11
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/10
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/9
2015-03-01 | daleevans | Devel-CheckOS | merged | /pull/8
2015-03-01 | daleevans | Devel-CheckOS | closed | /pull/7
2015-03-01 | daleevans | Devel-CheckOS | closed | /pull/6
2015-03-01 | nric62 | DateTime-Astro | open | /pull/2
2015-03-01 | nric62 | DateTime-Astro | closed | /pull/1
2015-03-01 | wreis | Data-Thunk | open | /pull/1
2015-03-01 | mdrone | MooseX-Method-Signatures | open | /pull/2
2015-03-01 | monsieurp | PkgConfig | closed | /pull/21
2015-03-01 | monsieurp | PkgConfig | closed | /pull/20
2015-03-01 | monsieurp | PkgConfig | closed | /pull/19
2015-03-01 | lharey | DBIx-Class-EncodedColumn | merged | /pull/3
2015-03-01 | rjbs | Template-Mustache | merged | /pull/19
2015-03-01 | rjbs | Template-Mustache | merged | /pull/18
2015-03-01 | rjbs | Template-Mustache | merged | /pull/17
2015-03-01 | diocles | Qudo | merged | /pull/11
2015-03-01 | mnlagrasta | Catalyst-Model-Adaptor | merged | /pull/5
2015-03-01 | cakirke | Plack-Middleware-REST | merged | /pull/13
2015-03-01 | cakirke | Plack-Middleware-REST | merged | /pull/12
2015-03-01 | cakirke | Plack-Middleware-REST | merged | /pull/11
2015-03-01 | cakirke | Plack-Middleware-REST | merged | /pull/10
2015-03-01 | cakirke | Plack-Middleware-REST | merged | /pull/3
2015-03-01 | zhouzhen1 | PRANG | merged | /pull/3
2015-03-01 | athos-ribeiro | Test-Strict | merged | /pull/10
2015-03-01 | jamessan | Tapir | open | /pull/2
2015-03-01 | jamessan | Tapir | open | /pull/1
2015-03-01 | mishin | Dancer-Plugin-MemcachedFast | closed | /pull/2
2015-03-01 | geofffranks | AnyEvent-APNS | open | /pull/6
2015-03-01 | geofffranks | AnyEvent-APNS | open | /pull/5
2015-03-01 | jluis | Plack-Middleware-BetterStackTrace | open | /pull/1
2015-03-01 | fluca1978 | Mojolicious-Plugin-AnyData | merged | /pull/7
2015-03-01 | openstrike | Business-CPI | open | /pull/33
2015-03-01 | sdeseille | AnyEvent-Ping | merged | /pull/8
2015-03-01 | filefrog | Path-Tiny | closed | /pull/132
2015-03-01 | quicoju | Mojolicious-Command-secret | closed | /pull/4
2015-03-01 | quicoju | Mojolicious-Command-secret | closed | /pull/3
2015-03-01 | labrown | Dancer-Template-Caml | open | /pull/3
2015-03-01 | elindsey | Net-SIP | merged | /pull/4
2015-03-01 | Viviparous | Net-TFTP | open | /pull/5
2015-03-01 | heytitle | Tk-ObjScanner | open | /pull/1
2015-03-01 | yanick | File-SharedNFSLock | open | /pull/3
2015-03-01 | yanick | File-SharedNFSLock | open | /pull/2
2015-03-01 | yanick | File-SharedNFSLock | open | /pull/1
2015-03-01 | lancew | Catalyst-Controller-POD | open | /pull/2
2015-03-01 | tvroom | Net-GitHub | merged | /pull/60
2015-03-01 | adelq | String-Compare-ConstantTime | merged | /pull/2
2015-03-01 | svatsan | LaTeX-Encode | open | /pull/1
2015-03-01 | gryphonshafer | POE-Component-MessageQueue | open | /pull/7
2015-03-01 | rejitnatarajan | MooseX-Types-GTIN | open | /pull/2
2015-03-01 | basbloemsaat | DBIx-Class-Fixtures | closed | /pull/2
2015-03-01 | choroba | Catalyst-View-TT-Alloy | merged | /pull/2
2015-03-01 | shlomif | AppConfig | merged | /pull/5
2015-03-01 | shlomif | AppConfig | merged | /pull/4
2015-03-01 | BrianMowrey | RDF-Trine-Node-Literal-XML | open | /pull/2
2015-03-01 | BrianMowrey | RDF-Trine-Node-Literal-XML | merged | /pull/1
2015-03-01 | spechenin | App-Bootstrap-Perl | merged | /pull/8
2015-03-01 | spechenin | App-Bootstrap-Perl | merged | /pull/7
2015-03-01 | spechenin | App-Bootstrap-Perl | merged | /pull/6
2015-03-01 | spechenin | App-Bootstrap-Perl | merged | /pull/2
2015-03-01 | spechenin | App-Bootstrap-Perl | merged | /pull/1
2015-03-01 | andyjack | Code-TidyAll | closed | /pull/35
2015-03-01 | andyjack | Code-TidyAll | merged | /pull/33
2015-03-01 | andyjack | Code-TidyAll | closed | /pull/32
2015-03-01 | bk | HTML-Perlinfo | merged | /pull/3
2015-03-01 | harris901 | Config-IPFilter | merged | /pull/2
2015-03-01 | bjakubski | Google-SAML-Response | open | /pull/1
2015-03-01 | neilb | PerlX-QuoteOperator | merged | /pull/2
2015-03-01 | bpa | Beam-Wire | merged | /pull/54
2015-03-01 | brummett | Plack-Middleware-Recorder | merged | /pull/6
2015-03-01 | brummett | Plack-Middleware-Recorder | merged | /pull/5
2015-03-01 | brummett | Plack-Middleware-Recorder | merged | /pull/4
2015-03-01 | brummett | Plack-Middleware-Recorder | merged | /pull/3
2015-03-01 | moritz | Bio-Phylo | merged | /pull/20
2015-03-01 | leejo | Dist-Zilla-Role-MetaCPANInterfacer | merged | /pull/3
2015-03-01 | hatorikibble | Image-Info | merged | /pull/7
2015-03-01 | hatorikibble | Image-Info | merged | /pull/6
2015-03-01 | hatorikibble | Image-Info | merged | /pull/5
2015-03-01 | LesleyB | Filter-CommaEquals | closed | /pull/2
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | merged | /pull/22
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | merged | /pull/21
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | merged | /pull/20
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | merged | /pull/19
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | closed | /pull/18
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | closed | /pull/17
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | merged | /pull/16
2015-03-01 | paultcochrane | Dist-Zilla-Plugin-Pinto-Add | closed | /pull/15
2015-03-01 | kappa | Data-Page-Navigation | open | /pull/3
2015-03-01 | mstreuhofer | Path-Extended | closed | /pull/2
2015-03-01 | garu | Web-Library-UnderscoreJS | open | /pull/4
2015-03-01 | garu | Web-Library-UnderscoreJS | open | /pull/3
2015-03-01 | garu | Web-Library-UnderscoreJS | open | /pull/2
2015-03-01 | garu | Web-Library-UnderscoreJS | open | /pull/1
2015-03-01 | garfieldnate | Test-Portability-Files | open | /pull/4
2015-03-01 | garfieldnate | Test-Portability-Files | open | /pull/3
2015-03-01 | nawglan | Proc-Pidfile | merged | /pull/1
2015-03-01 | vti | JavaScript-Minifier | merged | /pull/6
2015-03-01 | vti | JavaScript-Minifier | merged | /pull/5
2015-03-01 | mcmillhj | XML-FOAF | open | /pull/3
2015-03-01 | mcmillhj | XML-FOAF | open | /pull/2
2015-03-01 | sjohnston | WWW-Sitemap-XML | open | /pull/6
2015-03-01 | skington | HTML-Format | open | /pull/5
2015-03-01 | JenishGnanasicamani | Email-Address-Loose | merged | /pull/1
2015-03-01 | marderh | MIME-Lite | open | /pull/7
2015-03-01 | jeffblack360 | WebService-Prowl | merged | /pull/1
2015-03-01 | mrcaron | Email-Send | closed | /pull/4
2015-03-01 | dolmen | Net-Disqus | open | /pull/4
2015-03-01 | dolmen | Net-Disqus | open | /pull/3
2015-03-01 | ambs | Exobrain | merged | /pull/62
2015-03-01 | rvandam | Test-MockObject | merged | /pull/9
2015-03-01 | zoffixznet | Pod-Simple-Wiki | merged | /pull/17
2015-03-01 | zoffixznet | Pod-Simple-Wiki | merged | /pull/16
2015-03-01 | zoffixznet | Pod-Simple-Wiki | closed | /pull/15
2015-03-01 | zoffixznet | Pod-Simple-Wiki | merged | /pull/14
2015-03-01 | book | Archive-Tar | merged | /pull/11
2015-03-01 | bieron | Log-Declare | open | /pull/7
2015-03-01 | tynovsky | Test-WWW-Mechanize | open | /pull/38
2015-03-01 | tudorconstantin | App-perlbrew | merged | /pull/455
2015-03-01 | tudorconstantin | App-perlbrew | closed | /pull/454
2015-03-01 | lucaskanashiro | Module-Path | merged | /pull/15
2015-09-01 | kappa | Starman | open | /pull/117
2015-09-01 | openstrike | ack | merged | /pull/570
2015-09-01 | jamessan | Alien-SVN | open | /pull/15
2015-09-01 | leejo | POE-Component-Server-SimpleHTTP | merged | /pull/2
2015-09-01 | leejo | POE-Component-Server-SimpleHTTP | merged | /pull/1
2015-09-01 | zoffixznet | Text-CSV-Encoded | open | /pull/6
2015-09-01 | ambs | Encode-Locale | open | /pull/18
2015-09-01 | andyjack | Sys-Mmap | merged | /pull/5
2015-09-01 | andyjack | Sys-Mmap | open | /pull/4
2015-09-01 | elmerq | DBIx-Skinny | open | /pull/19
2015-09-01 | mnlagrasta | CLDR-Number | merged | /pull/47
2015-09-01 | zhouzhen1 | Perl-Critic-StricterSubs | open | /pull/4
2015-09-01 | shlomif | DBM-Deep | merged | /pull/13
2015-09-01 | dnmfarrell | Net-Pcap | open | /pull/6
2015-09-01 | jmaslak | Spiffy | open | /pull/5
2015-09-01 | yanick | App-gh | merged | /pull/55
2015-09-01 | bk | Template-Semantic | open | /pull/13
2015-09-01 | mjg17 | Number-Phone | merged | /pull/48
2015-09-01 | mjg17 | Number-Phone | merged | /pull/47
2015-09-01 | mjg17 | Number-Phone | merged | /pull/45
2015-09-01 | paultcochrane | Mason | open | /pull/31
2015-09-01 | paultcochrane | Mason | open | /pull/30
2015-09-01 | paultcochrane | Mason | open | /pull/29
2015-09-01 | paultcochrane | Mason | open | /pull/28
2015-09-01 | paultcochrane | Mason | open | /pull/27
2015-09-01 | paultcochrane | Mason | open | /pull/26
2015-09-01 | paultcochrane | Mason | open | /pull/25
2015-09-01 | paultcochrane | Mason | open | /pull/24
2015-09-01 | mishin | Regexp-Assemble | merged | /pull/1
2015-09-01 | Viviparous | DBIx-Class-ResultSet-RecursiveUpdate | open | /pull/13
2015-09-01 | kaoru | PDL-Stats | merged | /pull/18
2015-09-01 | bentglasstube | Catmandu-RDF | closed | /pull/24
2015-09-01 | pauloscustodio | LWP-UserAgent-POE | open | /pull/2
2015-09-01 | SkySymbol | HTTP-Async | merged | /pull/12
2015-09-01 | manwar | PDF-Create | merged | /pull/5
2015-09-01 | manwar | PDF-Create | merged | /pull/4
2015-09-01 | manwar | PDF-Create | merged | /pull/3
2015-09-01 | manwar | PDF-Create | merged | /pull/2
2015-09-01 | manwar | PDF-Create | merged | /pull/1
2015-09-01 | garu | Catalyst-View-Email | merged | /pull/9
2015-09-01 | garu | Catalyst-View-Email | merged | /pull/8
2015-09-01 | garu | Catalyst-View-Email | merged | /pull/7
2015-09-01 | monsieurp | Data-Util | open | /pull/3
2015-09-01 | neilb | Devel-TraceUse | open | /pull/16
2015-09-01 | netangel | Dancer-Plugin-Database | open | /pull/74
2015-09-01 | thrig | Process-SizeLimit-Core | merged | /pull/5
2015-09-01 | Sweet-kid | MooseX-Log-Log4perl | merged | /pull/4
2015-09-01 | joenio | Unicode-LineBreak | merged | /pull/2
2015-09-01 | joenio | Unicode-LineBreak | merged | /pull/1
2015-09-01 | sebokopter | Geo-Coordinates-Converter | open | /pull/3
2015-09-01 | Varadinsky | Term-ExtendedColor | open | /pull/5
2015-09-01 | Varadinsky | Term-ExtendedColor | open | /pull/4
2015-09-01 | Varadinsky | Term-ExtendedColor | open | /pull/3
2015-09-01 | choroba | HTML-Element-Replacer | merged | /pull/2
2015-06-01 | paultcochrane | SQL-Translator | closed | /pull/61
2015-06-01 | paultcochrane | SQL-Translator | closed | /pull/60
2015-06-01 | paultcochrane | SQL-Translator | closed | /pull/59
2015-06-01 | paultcochrane | SQL-Translator | closed | /pull/58
2015-06-01 | bk | HTML-Lint | open | /pull/43
2015-06-01 | zhouzhen1 | Mojolicious-Plugin-ConsoleLogger | merged | /pull/7
2015-06-01 | openstrike | Box-Calc | merged | /pull/8
2015-06-01 | cakirke | Data-Throttler | merged | /pull/4
2015-06-01 | cakirke | Data-Throttler | merged | /pull/3
2015-06-01 | cakirke | Data-Throttler | merged | /pull/2
2015-06-01 | kappa | XML-Loy | merged | /pull/3
2015-06-01 | trwww | Class-Std | open | /pull/1
2015-06-01 | phamer | Pod-Perldoc | merged | /pull/17
2015-06-01 | ambs | WWW-Curl | merged | /pull/10
2015-06-01 | SkySymbol | Type-Tiny | open | /pull/28
2015-06-01 | VadimPushtaev | Strehler | merged | /pull/45
2015-06-01 | lharey | WWW-Mechanize | open | /pull/24
2015-06-01 | meAmidos | Test-Vars | merged | /pull/13
2015-06-01 | mishin | Memcached-libmemcached | open | /pull/19
2015-06-01 | kaoru | Bread-Board | open | /pull/49
2015-06-01 | manwar | IO-Tty | open | /pull/4
2015-06-01 | yanick | SVG | merged | /pull/5
2015-06-01 | yanick | SVG | merged | /pull/4
2015-06-01 | lejeunerenard | Bot-BasicBot | open | /pull/8
2015-06-01 | lejeunerenard | Bot-BasicBot | open | /pull/7
2015-06-01 | lejeunerenard | Bot-BasicBot | open | /pull/6
2015-06-01 | andyjack | Net-Curl | open | /pull/14
2015-06-01 | choroba | File-LibMagic | closed | /pull/5
2015-06-01 | bessarabov | GitDDL | open | /pull/13
2015-06-01 | bessarabov | GitDDL | open | /pull/12
2015-06-01 | bessarabov | GitDDL | open | /pull/11
2015-06-01 | bessarabov | GitDDL | open | /pull/10
2015-06-01 | bessarabov | GitDDL | open | /pull/8
2015-06-01 | mjg17 | Text-Tabs+Wrap | open | /pull/4
2015-06-01 | neilb | LWP-Simple-REST | merged | /pull/6
2015-06-01 | garu | Net-CLI-Interact | open | /pull/20
2015-06-01 | garu | Net-CLI-Interact | open | /pull/19
2015-06-01 | jamessan | parent | merged | /pull/6
2015-06-01 | zoffixznet | MojoX-Renderer-Alloy | open | /pull/2
2015-06-01 | Viviparous | HTTP-Throwable | closed | /pull/9
2015-06-01 | bentglasstube | Orochi | open | /pull/2
2015-06-01 | pauloscustodio | List-Compare | open | /pull/8
2015-06-01 | pauloscustodio | List-Compare | closed | /pull/7
2015-06-01 | pauloscustodio | List-Compare | closed | /pull/6
2015-06-01 | pauloscustodio | List-Compare | closed | /pull/5
2015-06-01 | pauloscustodio | List-Compare | closed | /pull/4
2015-06-01 | pauloscustodio | List-Compare | closed | /pull/3
2015-06-01 | labrown | App-DPath | open | /pull/4
2015-06-01 | labrown | App-DPath | merged | /pull/2
2015-06-01 | doyleyoung | Path-Resource | open | /pull/2
2015-06-01 | krismatthews | Perl-Builtins | merged | /pull/1
2015-06-01 | shlomif | Devel-LeakGuard-Object | merged | /pull/2
2015-06-01 | thrig | Barcode-DataMatrix | merged | /pull/3
2015-06-01 | thrig | Barcode-DataMatrix | merged | /pull/2
2015-06-01 | JenishGnanasicamani | App-p | merged | /pull/13
2015-06-01 | cjhamil | Test-HTTP-Response | open | /pull/2
2015-06-01 | brainbuz | Path-Tiny | closed | /pull/139
2015-06-01 | joenio | PDF-Table | merged | /pull/19
2015-06-01 | joenio | PDF-Table | merged | /pull/18
2015-06-01 | Sweet-kid | String-Interpolate | merged | /pull/1
2016-07-01 | shlomif | Dancer2-Plugin-Redis | closed | /pull/12
2016-07-01 | lancew | XML-LibXML | merged | /pull/2
2016-07-01 | marderh | Test-WWW-Mechanize | open | /pull/51
2016-07-01 | Varadinsky | Number-Phone | merged | /pull/61
2016-07-01 | paultcochrane | Module-Path | open | /pull/27
2016-07-01 | paultcochrane | Module-Path | open | /pull/25
2016-07-01 | paultcochrane | Module-Path | open | /pull/24
2016-07-01 | paultcochrane | Module-Path | open | /pull/23
2016-07-01 | paultcochrane | Module-Path | open | /pull/22
2016-07-01 | paultcochrane | Module-Path | open | /pull/21
2016-07-01 | paultcochrane | Module-Path | open | /pull/20
2016-07-01 | paultcochrane | Module-Path | merged | /pull/19
2016-07-01 | paultcochrane | Module-Path | merged | /pull/18
2016-07-01 | zhouzhen1 | PDF-Create | merged | /pull/10
2016-07-01 | manwar | HTTP-Async | merged | /pull/14
2016-07-01 | genio | MooseX-Attribute-Deflator | open | /pull/6
2016-07-01 | pauloscustodio | POE-Component-Client-DNS | open | /pull/4
2016-07-01 | yanick | Text-Textile-Plaintext | merged | /pull/2
2016-07-01 | yanick | Text-Textile-Plaintext | merged | /pull/1
2016-07-01 | starbelly | Dist-Zilla-Plugin-CheckChangeLog | open | /pull/2
2016-07-01 | starbelly | Dist-Zilla-Plugin-CheckChangeLog | merged | /pull/1
2016-07-01 | jmaslak | Alien-Leptonica | merged | /pull/10
2016-07-01 | openstrike | Ref-Util | closed | /pull/17
2016-07-01 | choroba | IO-Socket-SSL | merged | /pull/44
2016-07-01 | ambs | Algorithm-GooglePolylineEncoding | merged | /pull/1
2016-07-01 | dionys | Test-Deep | open | /pull/45
2016-07-01 | dionys | Test-Deep | open | /pull/44
2016-04-01 | choroba | Tk-ObjScanner | open | /pull/3
2016-04-01 | pauloscustodio | Archive-Zip | merged | /pull/28
2016-04-01 | pauloscustodio | Archive-Zip | merged | /pull/19
2016-04-01 | jluis | Statocles | open | /pull/487
2016-04-01 | Tordek | Module-Starter | open | /pull/58
2016-04-01 | yanick | Alien-SVN | open | /pull/18
2016-04-01 | Varadinsky | Hailo | open | /pull/2
2016-04-01 | paultcochrane | Net-Redmine | open | /pull/5
2016-04-01 | paultcochrane | Net-Redmine | open | /pull/4
2016-04-01 | kaoru | DBIx-Class-InflateColumn-Serializer | merged | /pull/4
2016-04-01 | shlomif | ack | merged | /pull/592
2016-04-01 | manwar | Dancer2-Plugin-Database | merged | /pull/83
2016-04-01 | zhouzhen1 | DBIx-Class-Sims | merged | /pull/21
2016-04-01 | cakirke | Net-SSH2 | closed | /pull/33
2016-04-01 | cakirke | Net-SSH2 | merged | /pull/31
2016-04-01 | jmaslak | Inline-Lua | merged | /pull/21
2016-04-01 | lharey | WWW-Mechanize-PhantomJS | merged | /pull/14
2016-04-01 | JenishGnanasicamani | Archive-Any | merged | /pull/5
2016-04-01 | JenishGnanasicamani | Archive-Any | merged | /pull/4
2016-04-01 | brummett | Method-Signatures | merged | /pull/127
2016-04-01 | brummett | Method-Signatures | merged | /pull/126
2016-04-01 | Viviparous | System-Command | closed | /pull/22
2016-04-01 | dams | Net-Amazon-EC2 | open | /pull/50
2016-04-01 | mvgrimes | Parse-BBCode | merged | /pull/6
2016-04-01 | openstrike | LWP-UserAgent-Paranoid | open | /pull/5
2016-04-01 | monsieurp | Regexp-Assemble | merged | /pull/5
2016-08-01 | ambs | Module-Install | open | /pull/55
2016-08-01 | ambs | Module-Install | merged | /pull/54
2016-08-01 | ambs | Module-Install | closed | /pull/53
2016-08-01 | ambs | Module-Install | closed | /pull/52
2016-08-01 | yanick | Zonemaster | closed | /pull/225
2016-08-01 | Varadinsky | WWW-Mechanize | merged | /pull/47
2016-08-01 | genio | Device-Modem | open | /pull/3
2016-08-01 | openstrike | Exobrain | open | /pull/65
2016-08-01 | paultcochrane | Mo | closed | /pull/35
2016-08-01 | paultcochrane | Mo | merged | /pull/34
2016-08-01 | paultcochrane | Mo | closed | /pull/33
2016-08-01 | jmaslak | CPAN-DistnameInfo | open | /pull/4
2016-08-01 | lharey | Gravatar-URL | closed | /pull/9
2016-08-01 | lharey | Gravatar-URL | merged | /pull/8
2016-08-01 | lancew | Math-Cephes | merged | /pull/2
2016-08-01 | shlomif | Search-OpenSearch-Server | open | /pull/2
2016-08-01 | manwar | Date-Holidays-CA_ES | merged | /pull/1
2016-08-01 | zhouzhen1 | Digest-Whirlpool | open | /pull/2
2016-08-01 | jluis | List-Objects-WithUtils | open | /pull/5
2016-08-01 | pauloscustodio | Proc-Daemon | merged | /pull/7
2016-08-01 | choroba | Image-Size | closed | /pull/14
2016-12-01 | yanick | Test2-Suite | closed | /pull/108
2016-12-01 | yanick | Test2-Suite | merged | /pull/107
2016-12-01 | lancew | Net-AMQP-RabbitMQ | merged | /pull/145
2016-12-01 | shlomif | Dancer2-Plugin-Auth-Extensible-Provider-DBIC | merged | /pull/15
2016-12-01 | choroba | OrePAN2 | open | /pull/48
2016-12-01 | lharey | GraphViz | merged | /pull/4
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/18
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/17
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/16
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/15
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/14
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/13
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/12
2016-12-01 | paultcochrane | Math-Int128 | open | /pull/11
2016-12-01 | paultcochrane | Math-Int128 | merged | /pull/10
2016-12-01 | ambs | WWW-Pastebin-PastebinCom-API | merged | /pull/3
2016-12-01 | kyzn | Monitoring-Livestatus | merged | /pull/4
2016-12-01 | openstrike | Image-Xpm | merged | /pull/3
2016-12-01 | openstrike | Image-Xpm | merged | /pull/1
2016-12-01 | pauloscustodio | Mojolicious-Plugin-CaptchaRenderer | merged | /pull/1
2016-12-01 | genio | Foorum | open | /pull/1
2016-12-01 | manwar | Getopt-Long-Descriptive | open | /pull/22
2016-10-01 | pauloscustodio | URI | closed | /pull/33
2016-10-01 | genio | App-RecordStream | open | /pull/77
2016-10-01 | manwar | Tk-FontDialog | merged | /pull/2
2016-10-01 | ambs | Perl-Critic-StricterSubs | open | /pull/8
2016-10-01 | jmaslak | Role-REST-Client | merged | /pull/36
2016-10-01 | jmaslak | Role-REST-Client | merged | /pull/35
2016-10-01 | choroba | parent | merged | /pull/7
2016-10-01 | paultcochrane | Crypt-OpenSSL-RSA | open | /pull/17
