date | done | assignee | distname | dist_author
2018-02-01 | 1 | jj | Mojo-IOLoop-ForkCall | jberger
2018-02-01 | 0 | georgyvlad | RPi-WiringPi | steveb
2018-02-01 | 1 | zakame | Log-Dispatch-FileRotate | mschout
2018-02-01 | 1 | ZipRecruiter | libwww-perl | ether
2018-02-01 | 1 | lharey | WWW-Mechanize-Firefox | corion
2018-02-01 | 0 | rramesh83 | Geo-JSON | mjemmeson
2018-02-01 | 1 | cv-library | HTTP-Date | gaas
2018-02-01 | 0 | DadaIsCrazy | Text-Hogan | kaoru
2018-02-01 | 1 | ThornyS | GraphViz2 | rsavage
2018-03-01 | 1 | ZipRecruiter | HTML-FormFu | cfranks
2018-03-01 | 1 | soren | Inline | ingy
2018-03-01 | 0 | wilyarti | RRDTool-OO | mschilli
2018-03-01 | 0 | MorayJ | Config-AutoConf | rehsack
2018-03-01 | 1 | cv-library | Devel-StackTrace | drolsky
2018-03-01 | 0 | simbabque | Alien-GMP | plicease
2018-03-01 | 0 | Anufant | Dancer2-Session-DBIC | hornburg
2018-03-01 | 0 | ThornyS | Perinci-CmdLine-Lite | perlancar
2018-03-01 | 1 | shlomif | Git-Repository-Plugin-AUTOLOAD | book
2018-03-01 | 1 | paultcochrane | Dezi-App | karman
2018-03-01 | 1 | NachosDevs | DBIx-DataModel | dami
2018-03-01 | 1 | zakame | Parse-CPAN-Packages | mithaldu
2018-03-01 | 1 | jjatria | Config-IniFiles | shlomif
2018-03-01 | 1 | manwar | Geo-ShapeFile | slaffan
2018-03-01 | 1 | jj | JavaScript-Beautifier | fayland
2018-03-01 | 0 | Adestra | Math-Prime-Util | danaj
2018-03-01 | 0 | polloparatodos | Net-CUPS | nine
2018-03-01 | 1 | yanick | DateTime-Format-Human-Duration | mstrat
2018-03-01 | 0 | kyzn | LWP-Authen-OAuth2 | domm
2018-03-01 | 1 | lharey | Test-MockModule | gfranks
2018-03-01 | 0 | waterkip | Array-Compare | davecross
2018-03-01 | 1 | happy-barney | Spreadsheet-Read | hmbrand
2018-03-01 | 1 | choroba | Exception-Base | dexter
2018-03-01 | 0 | eead-csic-compbio | Bio-Phylo | rvosa
2018-06-01 | 0 | happy-barney | ExtUtils-Install | bingos
2018-06-01 | 1 | manwar | Module-Package | ingy
2018-06-01 | 1 | soren | WWW-Google-Time | zoffix
2018-06-01 | 1 | yanick | Alien-Thrust | fractal
2018-06-01 | 1 | openstrike | Perl-Critic-OTRS | reneeb
2018-06-01 | 0 | lharey | Email-Sender | rjbs
2018-06-01 | 1 | zakame | SVN-Notify | dwheeler
2018-06-01 | 1 | paultcochrane | CPAN-Mini-Webserver | mithaldu
2018-06-01 | 1 | HaraldJoerg | Fennec | exodist
2018-06-01 | 0 | choroba | String-CRC32 | leejo
2018-06-01 | 1 | jj | Continuity | awwaiid
2018-06-01 | 0 | yakunink | cpan-outdated | dolmen
2018-06-01 | 1 | shlomif | Dist-Zilla-Plugin-ReadmeFromPod | fayland
2018-06-01 | 1 | jjatria | Params-Validate-Dependencies | dcantrell
